,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
175,16,1,0,2,0.8440093716259689,27,0,3,1,0,0,0,E
176,17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,C
177,17,0,3,1,10.889226642983372,25,1,2,1,0,1,0,E
178,15,1,0,1,3.368811022638305,2,0,2,1,0,0,0,C
179,17,0,3,2,15.209292125521332,1,0,3,1,0,0,1,B
180,15,0,0,2,19.698582168829837,5,1,3,0,0,0,0,B
181,17,0,0,1,18.915494340169214,20,0,3,1,0,0,0,E
182,16,0,0,4,3.942120776473044,8,0,2,1,1,0,0,D
183,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,B
184,15,0,3,4,14.089872728233694,3,0,3,0,0,0,0,C
185,15,0,1,2,9.076931276138232,26,1,3,1,0,0,0,E
186,16,1,0,2,10.812219886494582,2,0,3,0,0,0,0,C
187,17,1,1,3,16.99200349964916,8,0,1,1,0,0,0,C
188,17,1,0,2,9.602698792767464,23,0,0,1,1,0,0,E
189,16,0,2,2,7.464147382102537,21,1,3,0,0,0,0,E
190,17,1,1,1,9.864949860519715,16,0,2,0,0,0,1,E
191,17,1,0,2,11.582596080700982,13,1,3,0,0,0,0,D
192,15,0,1,1,3.781553075566977,9,0,2,1,0,0,0,D
193,17,1,1,1,18.018154605339813,12,0,2,0,0,0,0,D
194,17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,C
195,16,1,1,0,12.665378346749778,26,0,3,1,1,0,0,E
196,16,1,0,4,1.9899245236127627,0,0,1,1,0,0,1,B
197,18,0,2,1,12.083478763451836,27,0,3,1,0,1,0,E
198,15,1,2,2,2.4192132447698467,21,0,2,0,0,0,0,E
199,17,1,2,3,1.573953503907981,28,0,3,1,0,0,0,E
200,17,0,1,2,10.546217912847863,18,0,1,0,0,1,0,E
201,18,1,1,1,8.055710680929899,18,0,1,0,0,0,0,E
202,17,0,0,2,11.776205403124465,5,0,3,0,1,0,1,C
203,15,1,2,2,1.784443361144772,12,0,2,1,0,0,0,D
204,18,0,0,2,8.619661256945168,18,0,1,1,0,0,0,E
205,15,0,0,2,3.4957343009031594,12,1,4,0,0,0,0,D
206,18,0,0,4,19.74200171848233,26,1,1,1,0,0,0,E
207,18,0,0,2,11.223004248703488,25,0,2,1,0,0,0,E
208,16,1,1,1,13.748737218817348,21,0,1,0,0,0,0,E
209,15,0,0,2,6.508365613652156,20,1,2,1,0,1,1,E
210,17,1,2,0,1.894778295586883,3,0,2,0,0,1,0,C
211,17,0,0,3,19.517417255670733,23,0,1,0,0,1,1,E
212,15,0,0,1,5.7251807076636645,1,0,3,1,0,0,0,B
213,17,0,1,1,8.476163703471485,14,1,2,0,0,0,0,E
214,17,1,0,3,12.9972784340515,11,0,3,0,0,0,0,D
215,15,0,0,2,0.4939459537222257,29,1,1,1,0,0,0,E
216,18,1,2,1,16.205182610345737,26,1,2,1,0,0,0,E
217,15,1,0,2,10.731563800572406,6,0,0,1,0,1,0,C
218,18,1,2,3,5.564343741376443,19,1,3,0,0,0,0,E
219,17,1,0,1,1.232159705849385,17,0,3,0,0,0,0,E
220,17,1,0,3,3.2499683094888288,22,0,3,1,1,0,1,E
221,17,1,2,0,17.900677177068737,12,0,2,0,1,0,1,D
222,16,1,0,2,13.72048447871782,16,0,3,0,0,1,0,E
223,18,1,0,3,4.998034432737796,3,0,3,0,0,0,0,C
224,16,1,0,1,1.3120152989005909,24,0,0,1,0,0,0,E
225,16,0,0,2,13.812306247732726,13,0,1,0,0,1,0,E
226,15,0,2,1,11.448154519355302,19,0,2,0,0,0,0,E
227,16,0,0,2,8.090390489164701,27,0,3,0,1,0,0,E
228,15,0,2,2,7.272228983801277,12,1,0,0,0,0,0,E
229,15,0,2,2,4.336285518582166,2,0,3,0,1,0,0,B
230,16,1,0,1,13.392225130750353,25,0,2,0,0,0,0,E
231,18,1,3,1,19.41336055587741,25,0,2,0,0,0,0,E
232,18,1,0,0,3.514304916736517,17,0,1,0,1,0,1,E
233,18,1,3,1,11.942332400310068,13,0,2,0,1,0,1,E
234,18,1,0,2,8.483701114919524,14,0,0,0,1,0,0,E
235,18,1,1,3,8.933774434893298,2,0,0,0,1,0,0,C
236,16,1,0,2,5.082945602556288,0,0,3,0,0,1,0,C
237,16,0,0,2,16.50269751322838,25,1,2,0,0,1,0,E
238,17,0,1,4,9.705112082944822,23,1,2,0,0,0,0,E
239,18,0,2,2,10.86811704396528,16,0,1,1,0,1,0,E
240,16,0,0,3,6.095218255946515,2,1,2,0,1,0,0,B
241,17,1,0,2,3.636169313338995,13,0,0,1,1,0,0,E
242,18,1,2,1,1.7182077640564095,2,0,2,0,1,0,0,C
243,15,1,1,0,14.282382818498318,12,1,2,0,0,0,0,D
244,17,0,3,2,3.924685633757112,14,0,2,1,0,0,0,E
245,16,1,2,1,13.801507083775954,17,0,4,0,1,0,0,D
246,15,1,3,1,7.807528920939077,13,0,2,0,0,0,0,E
247,15,1,2,2,8.315496019793029,20,0,2,1,0,0,0,E
248,15,0,0,2,9.383549921855431,25,0,2,0,1,0,0,E
249,17,1,0,2,7.354170162550863,2,0,1,0,0,1,0,C
250,16,0,2,1,2.0123995444518017,18,0,3,0,1,0,0,E
251,15,0,1,1,6.192636200056915,7,0,2,1,0,0,0,D
252,18,0,0,2,13.274687213878767,3,1,1,1,0,0,0,C
253,15,0,0,4,13.31568802937742,3,0,3,0,0,0,1,B
254,15,1,3,2,5.724486144799887,18,1,0,0,0,0,0,E
255,17,0,1,3,9.20205253115376,10,0,4,1,0,0,1,D
256,17,0,0,2,3.8689445602387496,0,1,3,0,0,0,0,B
257,16,1,0,2,4.207441630596716,7,1,2,0,1,1,0,C
258,18,1,0,1,0.4609417681321481,14,0,1,1,1,0,0,E
259,17,0,0,2,17.934930998154893,0,0,1,0,0,0,0,B
260,15,1,0,2,4.214133301498125,6,0,1,1,0,0,0,D
261,16,0,0,2,4.550677538729266,20,1,1,1,0,0,0,E
262,15,0,2,2,5.592028652902636,19,0,2,1,1,0,1,E
263,15,0,0,2,2.54816143390858,19,0,4,0,0,1,1,E
264,17,0,2,1,12.785257663627256,23,0,2,0,0,0,0,E
265,16,1,2,2,1.5028590635517314,10,1,3,0,0,0,0,D
266,18,0,0,1,2.6840485265270053,26,0,3,0,0,0,0,E
267,18,1,1,3,12.895134531801858,28,0,3,0,0,0,0,E
268,17,1,0,1,6.793212409628855,13,0,0,0,1,1,1,E
269,17,1,2,0,14.158956534023782,21,1,2,0,1,0,0,E
270,16,1,0,2,11.14849489340284,15,0,3,0,0,0,0,E
271,18,0,1,2,5.120423461230262,13,0,3,0,0,0,1,E
272,18,1,1,2,13.016559009786562,11,0,4,0,0,0,0,D
273,18,0,0,1,2.325473605857613,16,0,3,0,0,0,1,E
274,15,1,0,2,10.728207661600608,13,1,1,0,0,0,0,D
275,18,1,1,1,8.742962100900693,9,0,2,1,0,0,1,C
276,15,0,2,3,5.357471656348816,23,0,0,1,1,0,0,E
277,16,0,0,3,12.080099954790002,28,1,3,0,0,0,0,E
278,15,0,1,2,17.42667184680565,13,1,2,0,0,0,0,D
279,16,1,0,1,19.97809399526153,17,0,3,0,0,0,0,E
280,18,1,2,2,12.15525537486849,21,0,4,0,0,0,1,E
281,18,0,0,0,8.094117486583404,8,1,3,0,0,1,0,C
282,16,0,2,2,4.5041420043240326,16,0,2,1,0,0,1,E
283,17,0,0,1,5.141921787902235,5,1,1,0,0,0,0,D
284,16,0,0,3,9.589099562995314,7,1,3,1,1,1,0,B
285,17,1,0,0,7.345554025614184,25,0,1,0,0,0,0,E
286,15,0,0,2,18.276290452498884,12,1,1,0,0,0,0,E
287,15,0,1,2,7.365909353114191,17,0,1,0,0,0,0,E
288,15,0,0,2,7.468891822908709,4,0,2,1,0,0,0,C
289,18,0,2,0,7.67069024867954,5,0,1,0,0,0,0,D
290,15,1,0,4,16.732404207353163,20,1,4,0,1,1,0,E
291,17,0,0,2,13.015766416938035,18,0,4,1,0,0,0,E
292,15,1,0,2,12.283377006377854,3,0,4,0,0,1,0,B
293,16,0,0,1,6.682860447677244,6,1,0,0,0,0,1,C
294,16,0,0,2,16.35808353664879,3,0,4,0,0,0,0,B
295,18,1,0,2,0.7672772271140227,24,0,4,0,0,1,0,E
296,16,0,0,0,17.415943446762263,10,1,4,0,1,0,0,B
297,17,1,0,1,10.254997995878592,11,1,3,0,0,0,0,E
298,15,1,1,3,7.965004697268256,13,1,3,0,1,0,0,C
299,18,0,1,1,9.943345614353714,12,1,1,0,0,0,0,E
300,15,1,0,1,13.348310610676622,28,0,3,1,0,0,0,E
301,15,1,0,2,0.2553085303579472,9,0,0,1,0,0,0,E
302,17,1,3,2,17.431037129164956,17,0,2,0,0,0,0,E
303,16,1,1,0,8.934790506227856,15,0,4,0,0,0,0,E
304,16,1,1,2,6.859330394001564,4,0,2,0,1,1,0,B
305,15,1,0,1,2.764911312681142,7,1,1,0,0,0,0,D
306,18,1,2,0,8.789307487168843,13,0,4,0,0,0,0,D
307,16,1,2,0,9.926455425687577,4,0,4,0,1,0,1,A
308,18,0,1,3,8.072933889869557,25,0,1,1,0,0,0,E
309,16,0,3,1,13.573201876537942,27,0,3,0,1,0,0,E
310,18,1,0,0,8.41793057518452,23,0,2,1,0,0,0,E
311,17,0,0,2,19.228351556931468,7,0,2,0,0,1,1,B
312,18,1,2,3,11.985550356471837,24,0,1,0,0,0,0,E
313,17,1,2,1,16.14955871303818,25,0,0,0,0,0,0,E
314,17,0,0,2,2.187118062189577,5,1,1,0,1,0,0,C
315,18,1,0,0,7.945825858918114,15,1,0,0,1,0,0,E
316,17,1,0,2,6.736954028943054,27,0,4,0,0,0,0,E
317,15,1,0,2,11.389647762731837,3,1,3,1,0,0,0,B
318,17,1,2,2,17.222270401228513,11,0,3,0,0,1,0,C
319,16,0,1,1,1.5667643552401334,10,0,3,0,0,0,0,D
320,18,1,0,1,1.4514959608942155,2,0,1,1,0,0,0,C
321,15,1,0,1,17.00635416315198,11,0,4,1,0,0,0,C
322,18,1,0,1,4.257001720767148,29,1,3,1,1,0,0,E
323,16,0,0,0,13.375065088996276,4,0,2,0,0,0,0,C
324,16,1,1,2,10.857562647216104,5,1,1,0,1,0,0,C
325,16,0,3,4,16.657871897744588,18,0,3,0,0,0,0,E
326,17,0,2,4,2.5017781967280706,17,0,3,0,1,0,0,E
327,17,1,0,3,2.595659314452225,15,1,3,0,0,0,0,E
328,18,1,2,2,11.13636720556615,22,0,0,0,0,0,0,E
329,18,0,2,2,18.92757306716742,10,0,1,1,1,0,0,D
330,15,1,2,1,8.299955167415085,4,0,2,1,1,1,0,B
331,15,0,0,2,6.538842005093899,8,0,3,0,1,0,0,D
332,18,0,0,2,12.133786463957716,2,0,0,0,0,0,0,C
333,17,1,0,2,18.608972010900622,29,0,2,0,1,0,1,E
334,16,1,0,2,16.738556656892474,7,0,2,0,0,0,0,C
335,18,0,0,1,19.9096722146644,5,0,3,0,0,0,0,B
336,15,0,0,1,0.4513716640475418,3,0,2,1,0,0,0,C
337,17,0,0,3,2.2571628942552446,11,0,2,0,1,0,0,E
338,18,0,2,0,12.18935526733244,11,0,3,0,0,0,0,D
339,18,1,0,2,16.411528786676996,24,0,4,0,0,0,1,E
340,17,1,0,3,5.704886846135331,20,0,1,1,0,0,0,E
341,18,1,3,2,4.784221760684375,15,0,1,1,0,1,0,E
342,17,1,3,2,15.739515987624015,9,0,4,1,0,1,0,C
343,16,1,2,1,1.1276370770646316,21,0,2,0,0,0,0,E
344,17,0,3,1,7.387652951651702,13,0,3,0,0,0,1,E
345,17,1,1,3,10.116184451846594,12,0,3,0,0,0,0,E
346,17,1,3,2,11.206973487006469,8,0,1,0,1,1,0,C
347,18,1,0,2,14.572303135855538,6,0,3,1,0,1,0,B
348,18,1,0,0,7.096914468613164,11,0,3,0,0,0,0,E
349,17,1,0,0,12.253686893492144,4,0,2,0,0,0,0,C
350,18,0,0,4,11.707508455819127,17,0,0,0,0,1,0,E
351,15,0,0,1,10.952322013074944,3,0,4,0,0,0,0,C
352,15,0,1,2,12.809665862844245,1,0,2,0,1,0,0,C
353,18,1,2,0,5.188983421361526,2,1,3,0,0,0,0,B
354,18,0,1,2,1.6929750716925795,25,0,3,0,0,0,0,E
355,17,0,0,3,2.3854334407948685,11,1,2,0,0,0,0,D
356,16,1,2,2,4.491647653078021,2,1,3,1,1,0,0,B
357,18,1,1,1,10.003958710455706,3,0,4,0,1,0,0,B
358,15,1,0,2,16.808855010920404,5,0,2,0,0,1,0,B
359,17,0,1,2,14.025866841767682,11,0,2,0,0,0,0,E
360,18,0,0,2,15.780812084040942,18,0,4,1,0,0,0,D
361,15,1,0,3,7.019512478521827,9,0,1,1,0,0,1,D
362,15,1,3,2,8.093074832971004,29,1,0,0,0,0,0,E
363,16,0,0,3,7.873637719812256,0,1,4,0,0,1,0,A
364,17,0,0,2,3.8374636880900304,16,0,3,1,0,1,0,E
365,17,1,2,1,1.2243331628714405,15,0,4,1,1,0,1,E
366,16,1,2,1,11.818321856544536,8,0,0,0,0,0,0,D
367,16,0,0,1,19.784333668411723,24,1,1,0,1,0,0,E
368,17,1,0,3,3.3365940990052567,20,1,1,0,0,0,0,E
369,17,0,0,2,0.9336963979854752,8,1,3,1,0,0,1,D
370,18,0,1,2,15.59063363647866,26,0,3,0,0,0,0,E
371,18,0,0,1,5.051720133694484,22,0,2,0,0,1,0,E
372,16,0,0,1,16.59287610705857,8,0,0,0,0,0,0,D
373,18,1,3,2,14.078733340690308,11,0,3,0,0,0,1,D
374,15,1,1,2,18.91347074101609,22,1,2,1,0,0,0,E
375,18,0,0,1,8.178544715133441,8,1,1,1,0,0,0,D
376,18,0,1,2,13.239396789012684,14,0,4,0,1,0,0,C
377,15,0,1,0,9.297095616265414,1,0,1,1,0,0,0,C
378,16,0,0,1,12.61177394617087,10,0,3,0,0,1,0,D
379,15,0,0,2,8.991978120154746,10,1,3,1,0,0,0,C
380,18,1,2,1,3.7726449284814967,7,0,2,1,1,0,1,C
381,16,1,0,4,10.157948320067618,22,0,1,1,0,0,0,E
382,18,1,1,1,10.571684028748846,5,0,2,1,0,0,1,C
383,15,1,0,1,16.21207696520322,20,0,3,0,0,0,0,E
384,15,0,0,1,14.710414115871624,19,1,1,1,0,0,0,E
385,18,0,0,2,13.275832478828882,6,0,3,0,0,0,0,C
386,17,0,0,2,2.2677419110514507,2,0,4,0,0,0,0,C
387,17,0,0,2,14.4123258132743,7,0,4,0,0,1,0,C
388,15,0,0,0,10.006103127090295,17,0,2,0,0,0,0,E
389,15,1,2,0,17.881990722123184,16,0,3,1,0,0,1,E
390,17,0,3,2,18.39741868261085,10,0,4,0,0,0,0,D
391,17,1,2,3,1.1031318120357092,1,0,2,1,0,0,0,C
392,18,1,2,3,16.412831207089575,24,1,1,1,0,0,0,E
393,18,1,0,0,0.7539478084534124,20,0,1,1,1,0,0,E
394,17,1,3,2,7.343392513900453,26,0,1,0,0,0,0,E
395,18,0,0,3,10.845999512421582,23,0,3,0,0,1,0,E
396,18,1,3,1,2.962015972542549,18,0,2,0,0,0,0,E
397,16,1,3,3,14.926276251381536,6,0,3,0,0,0,0,C
398,18,1,2,1,0.1670940834427714,17,1,3,1,0,0,1,E
399,15,0,3,3,3.3719809686807367,7,0,3,1,1,0,0,B
400,18,0,1,2,11.615936597069512,13,0,3,0,0,0,1,D
401,18,0,0,3,14.287751240745848,6,0,0,1,0,1,0,B
402,17,1,0,2,18.332862053878323,27,0,3,0,1,0,0,E
403,15,1,1,1,14.109933038692477,20,0,2,0,0,0,0,E
404,18,0,0,3,13.43558540509732,27,0,2,0,1,0,0,E
